Account name;Customer ID;Campaign;Campaign ID;Campaign type;Country/Territory (User location);Currency code;Impr.;Clicks;Cost
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202512//Ceresit//Ceresit Expert;23348045715;Display;Cyprus;EUR;34;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202511//Ceresit//Ceresit Glue;23229615301;Display;Belgium;EUR;85;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202511//Ceresit//Ceresit Glue;23229615301;Display;Sweden;EUR;199;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Japan;EUR;11;0;0
CEE//HR//L//HDD Leading Premium//Perfect Cleanliness//Persil;284-348-0597;202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W25-54 - Couple;22136208178;In-stream video;Croatia;EUR;2,355,342;3,193;6954.66
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001642_HR_NFC_Luminous630Glow_CO_Jun25_Aug25_fullf_OMD_DigGR_Shorts;22643794958;In-stream video;Croatia;EUR;1,247,772;3,444;1287.5
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202501//Syoss Color//SK Color Oleo Intense 2024//SK Color Oleo Intense 2024//video//Bumper;22142591754;In-stream video;Croatia;EUR;5,214,055;11,202;6868.45
CEE//HR//L//ADW//Disburdening//Somat;611-267-3615;202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W35-54 with kids;22082424657;In-stream video;Croatia;EUR;533,082;808;1249.9
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202512//Ceresit//Ceresit Expert;23348045715;Display;Hong Kong;EUR;4;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Ireland;EUR;108;3;0.1
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202509//Ceresit//Ceresit CT19;23051949030;Display;Qatar;EUR;46;1;0.07
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202512//Ceresit//Ceresit Expert;23348045715;Display;Croatia;EUR;1,683,044;46,647;1637.45
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001487_HR_NME_MensCareVariousProducts_AW_Jun25_Aug25_fullf_OMD_DigGR_Shorts;22710781375;In-stream video;Croatia;EUR;2,090,687;2,255;1500.92
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202509//Ceresit//Ceresit CT19;23051949030;Display;Germany;EUR;752;10;0.99
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper W;22199101129;In-stream video;Croatia;EUR;1,373,827;3,134;2096.34
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Belgium;EUR;89;2;0.34
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;United States;EUR;3;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Saudi Arabia;EUR;77;6;0.19
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202501//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Bumper;22088715767;In-stream video;Croatia;EUR;4,720,480;9,689;5905.9
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper M;22188924642;In-stream video;Croatia;EUR;1,920,400;4,154;2495.56
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000085_HR_NSU_UVFace_CO_Mar25_May25_fullf_OMD_DigGR_Nonskippable Custom;22322350200;In-stream video;Croatia;EUR;426,967;1,224;1472.87
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202509//Ceresit//Ceresit CT19;23051949030;Display;Romania;EUR;372;3;0.2
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202512//Ceresit//Ceresit Expert;23348045715;Display;Czechia;EUR;37;0;0
CEE//HR//B//Hair Care//Schauma Family//Schauma;764-799-0958;202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Bumper;22149808472;In-stream video;Croatia;EUR;2,185,606;4,548;2702.71
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000286_HR_NFL_MicellarExtra_CO_Jun25_Jul25_fullf_OMD_DigGR_Shorts;22601647835;In-stream video;Croatia;EUR;1,055,685;2,814;700.44
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202509//Ceresit//Ceresit CT19;23051949030;Display;Nigeria;EUR;285;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202511//Ceresit//Ceresit Glue;23229615301;Display;Latvia;EUR;4;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202511//Ceresit//Ceresit Glue;23229615301;Display;Iceland;EUR;47;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202511//Ceresit//Ceresit Glue;23229615301;Display;Bulgaria;EUR;138;3;0.11
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202512//Ceresit//Ceresit Expert;23348045715;Display;Switzerland;EUR;13;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202512//Ceresit//Ceresit Expert;23348045715;Display;Oman;EUR;10;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000033_HR_NCR_Soft_AW_Apr25_Jun25_fullf_OMD_DigGR_TrueView;22419536577;In-stream video;Croatia;EUR;3,188,543;6,523;7103.6
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202511//Ceresit//Ceresit Glue;23229615301;Display;Saudi Arabia;EUR;75;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_bumper;22243238376;In-stream video;Croatia;EUR;3,707,613;11,236;6372.39
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Australia;EUR;7;0;0
CEE//HR//L//ADW//Disburdening//Somat;611-267-3615;202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//W25-54;22082451351;In-stream video;Croatia;EUR;5,887,856;6,503;7002.82
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202501//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Trueview;22082564343;In-stream video;Croatia;EUR;3,805,201;2,513;8360.06
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202509//Ceresit//Ceresit CT19;23051949030;Display;Poland;EUR;48;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Female;22363265963;In-stream video;Croatia;EUR;180,844;104;500.37
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202505//Ceresit//CeresitTiling//Brand Campaign;22596610507;Display;Croatia;EUR;1,919,229;27,411;1482.51
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202511//Ceresit//Ceresit Glue;23229615301;Display;United States;EUR;18;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202509//Ceresit//CE&CS25//Brand Campaign;23035480243;Display;Croatia;EUR;2,898,688;43,760;2446.15
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202509//Ceresit//Ceresit CT19;23051949030;Display;Czechia;EUR;32;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202512//Ceresit//Ceresit Expert;23348045715;Display;Poland;EUR;76;2;0.05
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202512//Ceresit//Ceresit Expert;23348045715;Display;Guadeloupe;EUR;5;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001637_HR_NFC_Q10UVSerum_AW_Jul25_Aug25_fullf_OMD_DigGR_VRC;22759159350;In-stream video;Croatia;EUR;5,554,182;8,736;10100.06
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202512//Ceresit//Ceresit Expert;23348045715;Display;Japan;EUR;5;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202511//Ceresit//Ceresit Glue;23229615301;Display;Cyprus;EUR;102;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000286_HR_NFL_MicellarExtra_AW_Jun25_Jul25_fullf_OMD_DigGR_Bumper;22601549246;In-stream video;Croatia;EUR;786,812;980;1600.13
CEE//HR//L//ADW//Disburdening//Somat;611-267-3615;202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W25-54;22082345952;In-stream video;Croatia;EUR;4,801,057;3,393;10498.47
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001594_HR_NFC_Q10DualActionSerum_CO_Apr25_Jun25_fullf_OMD_DigGR_TrueViewYounger;22445914925;In-stream video;Croatia;EUR;1,845,264;3,911;6300.19
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202512//Ceresit//Ceresit Expert;23348045715;Display;Portugal;EUR;48;4;0.11
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202511//Ceresit//Ceresit Glue;23229615301;Display;South Korea;EUR;19;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202512//Ceresit//Ceresit Expert;23348045715;Display;Norway;EUR;45;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Israel;EUR;11;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202512//Ceresit//Ceresit Expert;23348045715;Display;South Korea;EUR;17;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202509//Ceresit//Ceresit CT19;23051949030;Display;Singapore;EUR;11;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202511//Ceresit//Ceresit Glue;23229615301;Display;Reunion;EUR;72;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202512//Ceresit//Ceresit Expert;23348045715;Display;Denmark;EUR;27;2;0.07
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000286_HR_NFL_MicellarExtra_CO_Jun25_Jul25_fullf_OMD_DigGR_Trueview;22601760185;In-stream video;Croatia;EUR;1,781,591;2,077;6499.08
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Trueview;22198446400;In-stream video;Croatia;EUR;877,368;2,143;2499.75
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_trueview;22139437671;In-stream video;Croatia;EUR;4,739,790;11,044;7995.88
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000031_HR_NBD_Q10Firming_AW_Jun25_Jul25_fullf_OMD_DigGR_Shorts;22599321744;In-stream video;Croatia;EUR;1,811,838;3,521;3052.92
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202511//Ceresit//Ceresit Glue;23229615301;Display;Canada;EUR;20;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202509//Ceresit//Ceresit CT19;23051949030;Display;Croatia;EUR;1,977,287;30,162;1489.29
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202511//Ceresit//Ceresit Glue;23229615301;Display;Singapore;EUR;19;1;0.05
CEE//HR//A//Humidity Absorbers//Trusted Building Competence//Ceresit Stop;860-419-0629;202502//Ceresit //Gratis//Rovinj;22440875162;Display;Croatia;EUR;459,770;2,863;406.64
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Luxembourg;EUR;30;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202512//Ceresit//Ceresit Expert;23348045715;Display;Saudi Arabia;EUR;47;1;0.03
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001632_HR_NFC_CellularSerumRange_AW_Jun25_Aug25_fullf_OMD_DigGR_Bumper;22673043328;In-stream video;Croatia;EUR;2,418,500;5,036;5497.81
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000031_HR_NBD_Q10Firming_AW_Jun25_Jul25_fullf_OMD_DigGR_Trueview;22609346806;In-stream video;Croatia;EUR;5,623,017;15,672;12348.11
CEE//HR//L//ADW//Disburdening//Somat;611-267-3615;202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//All25-34 no kids;22082474532;In-stream video;Croatia;EUR;795,822;1,063;829.19
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202504//Syoss Color//Syoss_COL Keratin RL 25//Syoss_COL Keratin RL 25//video//Bumper;22533691090;In-stream video;Croatia;EUR;2,121,776;4,729;2999.76
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Lithuania;EUR;15;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202512//Ceresit//Ceresit Expert;23348045715;Display;Finland;EUR;27;0;0
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Latvia;EUR;24;0;0
Dr.Oetker EUR;404-912-9584;Dr. Oetker Easter Apr 2025 (YT) - Reach Mix - CPM;22378998132;In-stream video;Croatia;EUR;800,942;1,234;1011.59
Philips_SLO;129-935-0552;VID_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23168273492;In-stream video;Slovenia;EUR;1,599,538;799;1901.91
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_PMAX_14.11.-31.12.2025.;23279087904;Performance Max;Serbia;EUR;157,859;6,301;697.49
Philips_SLO;129-935-0552;DG_OMD_SI-SL_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514311083;Demand Gen;Slovenia;EUR;1,584,015;40,733;2000.89
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Luxembourg;EUR;10;0;0
Philips Serbia DAN;840-154-8000;DG_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_1.10.-30.11.2025.;23070221480;Demand Gen;Montenegro;EUR;1,403,232;30,887;1099.99
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_15.10-15.12.2025.;23142265184;Demand Gen;Slovenia;EUR;235,575;2,977;1249.92
Dr.Oetker EUR;404-912-9584;Dr. Oetker Ristorante Feliciana Feb 2025 (YT) - Reach Mix - CPM;22200112980;In-stream video;Croatia;EUR;1,546,935;1,078;1077.22
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Spain;EUR;188;5;2.98
Philips Serbia DAN;840-154-8000;DG_OMD_ME-ME_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_DG_20.10.-31.12.2025.;23163237003;Demand Gen;Montenegro;EUR;39,247;1,021;400.24
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22309625236;Demand Gen;Slovenia;EUR;1,553,478;35,119;1700.45
Philips_SLO;129-935-0552;VID_OMD_SI-SL_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514313036;In-stream video;Slovenia;EUR;1,603,485;1,048;1999.47
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Saudi Arabia;EUR;88;6;2.99
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Norway;EUR;11;1;0.57
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514381406;Demand Gen;Serbia;EUR;3,817,682;109,054;1199.95
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;United States;EUR;22;2;1.61
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Bulgaria;EUR;330;11;4.2
Philips Serbia DAN;840-154-8000;VID_OMD_ME-ME_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23162921025;In-stream video;Montenegro;EUR;2,611,482;3,286;1352.57
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Portugal;EUR;9;1;0.58
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Netherlands;EUR;5;1;0.01
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22419266775;Demand Gen;Serbia;EUR;5,662,742;147,782;1749.97
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Switzerland;EUR;4;0;0
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Romania;EUR;4;0;0.02
Philips Serbia DAN;840-154-8000;VID_OMD_RS-SR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_YT_14.11.-31.12.2025.;23283969599;In-stream video;Serbia;EUR;4,120,499;4,049;2001.73
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Vietnam;EUR;1;0;0
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Reunion;EUR;1;0;0
Philips Serbia DAN;840-154-8000;DIS_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;22352726045;Display;Montenegro;EUR;7,272,519;9,666;999.98
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;North Macedonia;EUR;7;2;1.71
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Nigeria;EUR;1;1;0.27
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Switzerland;EUR;6;0;0
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Cyprus;EUR;6;0;0
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st shave_05.09.-15.10.;22986885344;Performance Max;Serbia;EUR;201,247;2,353;600.16
Philips_SLO;129-935-0552;DG_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_CRM_Newsletter;22599460230;Demand Gen;Slovenia;EUR;1,441,998;13,961;1249.4
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_PMAX_20.10.-31.12.2025.;23172774658;Performance Max;Serbia;EUR;151,084;6,719;695.42
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025;23034203750;Performance Max;Slovenia;EUR;718,027;7,771;1519.96
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.04.-15.06.2025;22439032317;Demand Gen;Serbia;EUR;4,421,578;123,607;1499.99
Philips Serbia DAN;840-154-8000;DIS_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_1.10.-30.11.2025.;23074322560;Display;Montenegro;EUR;4,798,946;17,210;1223.44
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_PMAX_14.11.-31.12.2025.;23288257666;Performance Max;Slovenia;EUR;136,604;2,186;944.34
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_DG_14.11.-31.12.2025.;23279038791;Demand Gen;Serbia;EUR;133,079;2,276;555.72
Philips Serbia DAN;840-154-8000;DIS_OMD_ME-ME_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_GDN_20.10.-31.12.2025.;23168284316;Display;Montenegro;EUR;4,933,773;5,945;763.75
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Austria;EUR;10;1;0.06
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom 20.09.-10.11.2025.;23155482644;Performance Max;Slovenia;EUR;225,584;2,337;821.79
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_15.10-15.12.2025.;23136950325;Performance Max;Slovenia;EUR;368,853;4,773;1250.82
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Hong Kong;EUR;20;0;0
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;North Macedonia;EUR;8;3;0.34
Philips Serbia DAN;840-154-8000;VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_1.5.-15.6.;22489149258;In-stream video;Serbia;EUR;1,471,248;1,770;1000.63
Philips_SLO;129-935-0552;VID_OMD_SI-SL_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_YT_14.11.-31.12.2025.;23283992828;In-stream video;Slovenia;EUR;1,633,168;849;2015.35
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_10.10.-30.11.;23140032196;Demand Gen;Serbia;EUR;179,863;8,896;710.76
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_DG_20.10.-31.12.2025.;23163083511;Demand Gen;Slovenia;EUR;152,701;1,995;602.14
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Bosnia and Herzegovina;EUR;77;10;2.98
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Martinique;EUR;4;0;0
Philips Serbia DAN;840-154-8000;VID_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22309555849;In-stream video;Serbia;EUR;2,052,665;2,567;1000.83
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Luxembourg;EUR;9;0;0
Philips_SLO;129-935-0552;DG_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23130333303;Demand Gen;Slovenia;EUR;429,255;5,434;1392.06
Philips Serbia DAN;840-154-8000;VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_9.6.-30.7.;22660872715;In-stream video;Serbia;EUR;3,816,930;3,186;2300.57
Philips Serbia DAN;840-154-8000;VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st shave_teens_05.09.-15.10.;22986865835;In-stream video;Serbia;EUR;1,493,952;2,112;1000.03
Dr.Oetker EUR;404-912-9584;Dr. Oetker Bread Club October 2025 (DN) - CPC;23084507224;Display;Croatia;EUR;845,617;21,333;906.29
