Account name;Customer ID;Campaign;Campaign ID;Campaign type;Currency code;Campaign start date;Campaign end date;Impr.;Clicks;Cost
McDonald's EUR;673-543-9149;McDonald's HM Pokemon Jan Feb 2025 (YT) - CPV;22155260349;In-stream video;EUR;24 Jan 2025;7 Feb 2025;1,798,973;4,153;4495.46
McDonald's EUR;673-543-9149;McDonald's HM Pokemon Jan Feb 2025 (YT) - Bumper;22165469401;In-stream video;EUR;24 Jan 2025;7 Feb 2025;1,003,324;679;748.44
McDonald's EUR;673-543-9149;McDonald's 1+1 Feb-Mar 2025 (YT) - Bumper;22200493569;In-stream video;EUR;7 Feb 2025;31 Mar 2025;1,531,439;454;800.79
McDonald's EUR;673-543-9149;McDonald's 1+1 Feb-Mar 2025 (YT) - CPV;22200515907;In-stream video;EUR;7 Feb 2025;31 Mar 2025;543,252;490;1500.69
McDonald's EUR;673-543-9149;McDonald's Maestro I Feb-Mar 2025 (YT) - Bumper;22217107820;In-stream video;EUR;10 Feb 2025;24 Mar 2025;3,842,178;2,164;2410.91
McDonald's EUR;673-543-9149;McDonald's Maestro I Feb-Mar 2025 (YT) - CPV;22221082960;In-stream video;EUR;10 Feb 2025;24 Mar 2025;1,515,311;1,351;4146.05
McDonald's EUR;673-543-9149;McDonald's McCrispy I Feb-Mar 2025 (YT) - Bumper;22253470993;In-stream video;EUR;17 Feb 2025;23 Mar 2025;3,044,812;1,485;1822.83
McDonald's EUR;673-543-9149;McDonald's McCrispy I Feb-Mar 2025 (YT) - CPV;22253567644;In-stream video;EUR;17 Feb 2025;23 Mar 2025;1,547,745;1,304;4575.63
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22255099322;In-stream video;EUR;18 Feb 2025;14 Apr 2025;2,911,566;3,311;2600.38
Elgrad Austria EUR;639-950-8362;Elgrad  Feb - Mar 2025 (YT) - CPM;22273119028;In-stream video;EUR;21 Feb 2025;31 Mar 2025;1,030,895;1,224;2599.24
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22306114256;In-stream video;EUR;4 Mar 2025;15 Apr 2025;990,205;1,423;1000.52
McDonald's EUR;673-543-9149;McDonald's_Coffee_I_March_2025 (YT) - Bumper;22324496873;In-stream video;EUR;10 Mar 2025;30 Mar 2025;149,863;41;102.51
McDonald's EUR;673-543-9149;McDonald's_Coffee_I_March_2025 (YT) - CPV;22324505909;In-stream video;EUR;10 Mar 2025;30 Mar 2025;17,803;46;51.19
McDonald's EUR;673-543-9149;McDonald's_Triple cheeseburger_March_2025  (YT) - CPV;22328128277;In-stream video;EUR;11 Mar 2025;25 Mar 2025;16,911;29;47.53
McDonald's EUR;673-543-9149;McDonald's_Triple cheeseburger_March_2025 (YT) - Bumper;22331816158;In-stream video;EUR;11 Mar 2025;25 Mar 2025;11,930;23;23.96
JGL Croatia EUR;958-633-7486;reflustat_march_2025_youtube_fc_cpm;22357797015;In-stream video;EUR;21 Mar 2025;8 Jun 2025;6,367,402;5,906;10047.63
Zott EUR;150-132-6366;Zott Jogobella Mar - Apr 2025 (YT) - TrueView - CPV;22364175495;In-stream video;EUR;24 Mar 2025;20 Apr 2025;840,210;359;1700.51
Zott EUR;150-132-6366;Zott Jogobella Mar - Apr 2025 (YT) - Bumper - CPM;22364179833;In-stream video;EUR;24 Mar 2025;20 Apr 2025;590,504;629;800.35
JGL Croatia EUR;958-633-7486;fungilac_march_2025_youtube_fc_cpm;22397772365;In-stream video;EUR;1 Apr 2025;30 Jul 2025;3,827,415;6,685;6698.58
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_1.4.-30.5.;22401314099;In-stream video;EUR;2 Apr 2025;30 May 2025;2,867,417;2,435;2501.3
Croatia_Hidra;510-674-2393;Awareness_CPM_Croatia_YouTube_Hidra_EquityI-YT-April-July2025;22418606613;In-stream video;EUR;9 Apr 2025;6 Jul 2025;5,008,962;7,080;5699.39
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22419253848;In-stream video;EUR;9 Apr 2025;30 Jun 2025;2,194,000;1,569;2001.41
Philips Hrvatska EUR;799-919-6701;VID_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025;22429388089;In-stream video;EUR;9 Apr 2025;30 Jun 2025;5,595,019;5,005;2151.43
Zott EUR;150-132-6366;Zott Protein Apr - Jun 2025 (YT) - Trueview - CPV;22432560440;In-stream video;EUR;14 Apr 2025;30 Jun 2025;3,210,799;2,897;6201.21
Zott EUR;150-132-6366;Zott Protein Apr - Jun 2025 (YT) - Bumper - CPM;22432580057;In-stream video;EUR;14 Apr 2025;30 Jun 2025;1,996,425;2,299;2500.72
McDonald's EUR;673-543-9149;McDonald's McDelivery Apr - May 2025 (YT) - CPV;22433452242;In-stream video;EUR;14 Apr 2025;4 May 2025;1,225,238;1,833;3997.74
McDonald's EUR;673-543-9149;McDonald's McDelivery Apr - May 2025 (YT) - Bumper;22433488221;In-stream video;EUR;14 Apr 2025;4 May 2025;1,754,920;1,380;1999.35
Zott EUR;150-132-6366;GREŠKA;22436108380;In-stream video;EUR;14 Apr 2025;30 Jun 2025;0;0;0
McDonald's EUR;673-543-9149;McDonald's McDelivery Wolt Apr - May 2025 (YT) - CPV;22442535963;In-stream video;EUR;17 Apr 2025;1 May 2025;673,214;3,112;1199.9
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler 15.04.-15.06.2025._2;22445866454;In-stream video;EUR;15 Apr 2025;15 Jun 2025;414,082;522;806.94
McDonald's EUR;673-543-9149;McDonald's McCrispy II April - May 2025 (YT) - Bumper;22452364523;In-stream video;EUR;21 Apr 2025;25 May 2025;2,875,337;1,326;1999.91
McDonald's EUR;673-543-9149;McDonald's McDelivery Wolt Apr - May 2025 (YT) - Bumper;22452503269;In-stream video;EUR;17 Apr 2025;1 May 2025;710,641;532;800.01
McDonald's EUR;673-543-9149;McDonald's McCrispy II April - May 2025 (YT) - CPV;22455842356;In-stream video;EUR;21 Apr 2025;25 May 2025;1,122,354;1,420;3800.01
McDonald's EUR;673-543-9149;McDonald's Maestro II April - June 2025 (YT) - CPV;22455850267;In-stream video;EUR;21 Apr 2025;8 Jun 2025;1,440,054;1,823;4998.66
McDonald's EUR;673-543-9149;McDonald's Maestro II April - June 2025 (YT) - Bumper;22456877969;In-stream video;EUR;21 Apr 2025;8 Jun 2025;4,144,697;2,159;3000.4
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;22460577070;In-stream video;EUR;18 Apr 2025;15 Jun 2025;1,631,874;1,516;1599.74
McDonald's EUR;673-543-9149;McDonald's 1+1 Apr-May 2025 (YT) - CPV;22485305991;In-stream video;EUR;28 Apr 2025;25 May 2025;1,448,890;1,573;4999.71
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Parents_1.5.-15.6.;22489118778;In-stream video;EUR;1 May 2025;15 Jun 2025;683,487;1,265;800.49
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_1.5.-15.6.;22489151010;In-stream video;EUR;1 May 2025;15 Jun 2025;1,039,006;1,366;1200.84
McDonald's EUR;673-543-9149;McDonald's 1+1 Apr-May 2025 (YT) - Bumper;22491848552;In-stream video;EUR;28 Apr 2025;25 May 2025;3,233,265;2,210;2500.09
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_1.5.-30.6.;22499484667;In-stream video;EUR;1 May 2025;30 Jun 2025;2,782,036;3,021;2501.45
Zott EUR;150-132-6366;Zott Jogobella May - Jun 2025 (YT) - Bumper - CPM;22500190544;In-stream video;EUR;1 May 2025;30 Jun 2025;1,078,038;1,024;1500.24
McDonald's EUR;673-543-9149;McDonald's McDelivery May - June AO 2025 (YT) - CPV;22503135265;In-stream video;EUR;5 May 2025;30 Jun 2025;442,653;494;1500.61
McDonald's EUR;673-543-9149;McDonald's McDelivery May - June AO 2025 (YT) - Bumper;22503142066;In-stream video;EUR;5 May 2025;30 Jun 2025;923,272;616;1000.69
Zott EUR;150-132-6366;Zott Jogobella May - Jun 2025 (YT) - TrueView - CPV;22503681316;In-stream video;EUR;1 May 2025;30 Jun 2025;1,235,102;316;2500.18
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_5.5.-4.7.;22514122692;In-stream video;EUR;6 May 2025;4 Jul 2025;2,362,018;2,242;2200.99
McDonald's EUR;673-543-9149;greška;22515279350;In-stream video;EUR;5 May 2025;25 May 2025;0;0;0
McDonald's EUR;673-543-9149;McDonald's Trust I May 2025 (YT) - CPV;22515310217;In-stream video;EUR;5 May 2025;25 May 2025;920,530;972;3499.24
McDonald's EUR;673-543-9149;McDonald's Breakfast Mushrooms May 2025 - Bumper;22515626597;In-stream video;EUR;5 May 2025;25 May 2025;885,442;696;779.95
McDonald's EUR;673-543-9149;McDonald's Breakfast Mushrooms May 2025 - CPV;22515688781;In-stream video;EUR;5 May 2025;25 May 2025;413,028;548;1498.18
McDonald's EUR;673-543-9149;McDonald's Trust I May 2025 (YT) - Bumper;22518745594;In-stream video;EUR;5 May 2025;25 May 2025;1,964,313;1,330;1499.95
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler 15.04.-15.06.2025.;22519829013;In-stream video;EUR;7 May 2025;15 Jun 2025;1,601,172;1,341;1486.94
McDonald's EUR;673-543-9149;McDonald's Srijeda koja vrijedi više AO May-Jun 2025 (YT) - Bumper;22530427806;In-stream video;EUR;12 May 2025;22 Jun 2025;2,953,762;629;1499.57
McDonald's EUR;673-543-9149;McDonald's Srijeda koja vrijedi više AO May-Jun 2025 (YT) - CPV;22540452712;In-stream video;EUR;12 May 2025;22 Jun 2025;823,563;1,472;2999.16
McDonald's EUR;673-543-9149;McDonald's Coffee Monday AO May - Jun 2025 (YT) - Bumper;22540460607;In-stream video;EUR;12 May 2025;22 Jun 2025;1,372,834;1,002;1499.45
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.05.-30.06.2025;22545555255;In-stream video;EUR;15 May 2025;30 Jun 2025;2,598,423;3,382;2301.18
Zott EUR;150-132-6366;Zott Monte May - Jul 2025 (YT) - TrueView - CPV;22548433632;In-stream video;EUR;14 May 2025;31 Jul 2025;2,734,265;7,178;6750.37
Zott EUR;150-132-6366;Zott Monte May - Jul 2025 (YT) - Bumper - CPM;22554802796;In-stream video;EUR;14 May 2025;31 Jul 2025;2,217,754;3,624;3000.34
McDonald's EUR;673-543-9149;McDonald's Happy Meal May-Jun 2025 (YT) -Bumper;22574478389;In-stream video;EUR;19 May 2025;2 Jun 2025;676,386;516;799.91
McDonald's EUR;673-543-9149;McDonald's 1+1 May-Aug 2025 (YT) - Bumper;22577658432;In-stream video;EUR;26 May 2025;30 Aug 2025;3,306,032;2,066;2501.9
McDonald's EUR;673-543-9149;McDonald's 1+1 May-Aug 2025 (YT) - CPV;22577682633;In-stream video;EUR;26 May 2025;30 Aug 2025;1,682,772;1,683;5001.46
McDonald's EUR;673-543-9149;McDonald's Happy Meal May-Jun 2025 (YT) -CPV;22578284536;In-stream video;EUR;19 May 2025;2 Jun 2025;432,581;534;1499.35
McDonald's EUR;673-543-9149;McDonald's Employer Image II May - June 2025 - (YT) - VVC - CPV;22586420394;In-stream video;EUR;23 May 2025;15 Jun 2025;2,718,588;14,051;8998.33
Zott EUR;150-132-6366;Zott Hungry May - Jul 2025 (YT) - Reach Mix;22588201807;In-stream video;EUR;21 May 2025;20 Jul 2025;5,006,862;6,305;7996.09
McDonald's EUR;673-543-9149;McDonald's Breakfast Mushrooms May - Sep 2025. - CPV;22600788851;In-stream video;EUR;26 May 2025;28 Sept 2025;116,860;83;420.26
McDonald's EUR;673-543-9149;McDonald's McCrispy AO May-Jun 2025 (YT) - Bumper;22600899041;In-stream video;EUR;26 May 2025;29 Jun 2025;2,989,442;1,718;2000.03
McDonald's EUR;673-543-9149;McDonald's McCrispy AO May-Jun 2025 (YT) - CPV;22600968923;In-stream video;EUR;26 May 2025;29 Jun 2025;961,920;1,002;3500.41
McDonald's EUR;673-543-9149;McDonald's Breakfast Mushrooms May - Sep 2025. - Bumper;22604502871;In-stream video;EUR;26 May 2025;28 Sept 2025;423,133;189;335.97
McDonald's EUR;673-543-9149;McDonald's Coffee Monday AO May - Jun 2025 (YT) - CPV;22615794446;In-stream video;EUR;29 May 2025;22 Jun 2025;709,548;1,218;2499.22
McDonald's EUR;673-543-9149;McDonald's Grimace Exclusive June 2025 (YT) - CPV;22623078690;In-stream video;EUR;2 Jun 2025;8 Jun 2025;239,198;259;865.34
McDonald's EUR;673-543-9149;greska#2;22632849782;In-stream video;EUR;4 Jun 2025;19 Jun 2025;0;0;0
McDonald's EUR;673-543-9149;McDonald's Happy Meal Squiishmallows June 2025 - Bumper;22632870437;In-stream video;EUR;3 Jun 2025;18 Jun 2025;822,812;673;999.61
McDonald's EUR;673-543-9149;McDonald's Grimace Exclusive June 2025 (YT) - Bumper;22632976000;In-stream video;EUR;2 Jun 2025;8 Jun 2025;671,588;526;578.54
McDonald's EUR;673-543-9149;McDonald's Employer Image II May - June 2025 (YT) - CPV;22633085185;In-stream video;EUR;2 Jun 2025;15 Jun 2025;434,991;415;1499.41
McDonald's EUR;673-543-9149;McDonald's Happy Meal Squiishmallows June 2025 - CPV;22636378057;In-stream video;EUR;3 Jun 2025;18 Jun 2025;873,642;871;2999.25
McDonald's EUR;673-543-9149;McDonald's McNuggets June 2025 - CPV;22655446491;In-stream video;EUR;10 Jun 2025;29 Jun 2025;728,734;711;2499.87
McDonald's EUR;673-543-9149;McDonald's McNuggets June 2025 - Bumper;22661560940;In-stream video;EUR;10 Jun 2025;29 Jun 2025;1,554,272;823;999.99
McDonald's EUR;673-543-9149;McDonald's Srijeda koja vrijedi više AO June - September 2025 (YT) - Bumper;22684499418;In-stream video;EUR;23 Jun 2025;28 Sept 2025;8,914,042;2,937;4996.49
McDonald's EUR;673-543-9149;McDonald's Srijeda koja vrijedi više AO June - September 2025 (YT) - CPV;22684510476;In-stream video;EUR;23 Jun 2025;28 Sept 2025;1,970,700;4,236;5999.54
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_SLO;22691380071;In-stream video;EUR;23 Jun 2025;30 Jun 2025;1,588,774;1,443;2499.55
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_CRO;22691381184;In-stream video;EUR;23 Jun 2025;30 Jun 2025;1,780,811;2,475;2498.92
McDonald's EUR;673-543-9149;McDonald's Pistachio Desert II June - August 2025 (YT) - CPV;22706177735;In-stream video;EUR;23 Jun 2025;3 Aug 2025;1,049,657;1,097;3000.55
McDonald's EUR;673-543-9149;McDonald's Pistachio Desert II June - August 2025 (YT) - Bumper;22710122542;In-stream video;EUR;23 Jun 2025;3 Aug 2025;2,093,719;1,396;2000.49
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_OHC_PTB_PTBPremium_Sonicare8000S_RECMTPTB_GOO_BRD_Sonicare Prismatic_25.6.-20.7.2025.;22725272300;In-stream video;EUR;27 Jun 2025;20 Jul 2025;2,298,105;2,612;1998.7
McDonald's EUR;673-543-9149;McDonald's Grimace May - July 2025 (YT) - CPV;22728306162;In-stream video;EUR;30 Jun 2025;6 Jul 2025;1,232,277;1,746;3800.92
McDonald's EUR;673-543-9149;McDonald's McDelivery July - September 2025 (YT) - CPV;22732857306;In-stream video;EUR;1 Jul 2025;28 Sept 2025;1,078,250;1,373;3101.93
McDonald's EUR;673-543-9149;McDonald's Coffee July - September 2025 (YT) - CPV;22733053338;In-stream video;EUR;1 Jul 2025;28 Sept 2025;860,386;921;2500.29
McDonald's EUR;673-543-9149;McDonald's Coffee July - September 2025 (YT) - Bumper;22733055054;In-stream video;EUR;1 Jul 2025;28 Sept 2025;2,876,217;921;1500.38
McDonald's EUR;673-543-9149;McDonald's Maestro III June-August 2025 (YT) - Bumper;22738160776;In-stream video;EUR;30 Jun 2025;17 Aug 2025;2,867,898;1,972;2264.23
McDonald's EUR;673-543-9149;McDonald's Maestro III June-August 2025 (YT) - CPV;22738216012;In-stream video;EUR;30 Jun 2025;17 Aug 2025;1,083,456;1,486;3041.11
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - Bumper;22738859515;In-stream video;EUR;30 Jun 2025;17 Aug 2025;2,758,149;1,797;2500.69
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;EUR;30 Jun 2025;17 Aug 2025;4,369,007;13,548;3587.4
McDonald's EUR;673-543-9149;McDonald's McCrispy July 2025 (YT) - CPV;22738912700;In-stream video;EUR;1 Jul 2025;20 Jul 2025;810,143;1,066;2497.24
McDonald's EUR;673-543-9149;McDonald's McDelivery July - September 2025 (YT) - Bumper;22739006393;In-stream video;EUR;1 Jul 2025;28 Sept 2025;2,815,971;1,587;2501.77
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;EUR;30 Jun 2025;20 Jul 2025;5,238,408;6,226;1520.39
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;EUR;30 Jun 2025;20 Jul 2025;3,554,705;10,616;2515.85
McDonald's EUR;673-543-9149;McDonald's Breakfast July - September 2025 (YT) - Bumper;22739492762;In-stream video;EUR;1 Jul 2025;28 Sept 2025;1,619,364;1,302;1499.16
McDonald's EUR;673-543-9149;McDonald's McCrispy July 2025 (YT) - Bumper;22742489014;In-stream video;EUR;1 Jul 2025;20 Jul 2025;1,974,259;1,515;1498.01
McDonald's EUR;673-543-9149;McDonald's Breakfast July - September 2025 (YT) - CPV;22743236866;In-stream video;EUR;1 Jul 2025;28 Sept 2025;838,959;807;2497.91
McDonald's EUR;673-543-9149;McDonald's Mixology July 2025 (YT) - CPV;22761591506;In-stream video;EUR;7 Jul 2025;27 Jul 2025;413,288;495;1199.43
McDonald's EUR;673-543-9149;McDonald's Mixology July 2025 (YT) - Bumper;22765251787;In-stream video;EUR;7 Jul 2025;27 Jul 2025;788,071;505;799.64
McDonald's EUR;673-543-9149;McDonald's HM Lil McD's July 2025 (YT) - Bumper;22775346894;In-stream video;EUR;11 Jul 2025;27 Jul 2025;456,687;540;704.25
McDonald's EUR;673-543-9149;McDonald's HM Lil McD's July 2025 (YT) - CPV;22784870398;In-stream video;EUR;11 Jul 2025;27 Jul 2025;562,622;699;1788.3
JGL Croatia EUR;958-633-7486;lactogyn_june_2025_youtube_fc_cpm;22791527244;In-stream video;EUR;15 Jul 2025;31 Oct 2025;4,845,969;6,234;9090.25
JGL Croatia EUR;958-633-7486;lactogyn_june_2025_youtube_cpm;22797176144;In-stream video;EUR;15 Jul 2025;31 Oct 2025;109;0;0.11
McDonald's EUR;673-543-9149;McDonald's McNuggets II July - August 2025 - Bumper;22809289179;In-stream video;EUR;21 Jul 2025;10 Aug 2025;1,441,623;807;1000.64
McDonald's EUR;673-543-9149;McDonald's McNuggets II July - August 2025 - CPV;22818941470;In-stream video;EUR;21 Jul 2025;10 Aug 2025;1,176,806;1,080;2001.48
McDonald's EUR;673-543-9149;McDonald's HM TMNT x Sanrio August 2025 (YT) - Bumper;22866665976;In-stream video;EUR;6 Aug 2025;24 Aug 2025;251,554;159;213.3
McDonald's EUR;673-543-9149;McDonald's HM TMNT x Sanrio August 2025 (YT) - CPV;22872439121;In-stream video;EUR;6 Aug 2025;24 Aug 2025;190,155;235;406.64
McDonald's EUR;673-543-9149;McDonald's McCrispy AO Aug - Sep 2025 (YT) - CPV;22886402763;In-stream video;EUR;11 Aug 2025;28 Sept 2025;979,256;811;2500.44
McDonald's EUR;673-543-9149;McDonald's McCrispy AO Aug - Sep 2025 (YT) - Bumper;22892098685;In-stream video;EUR;11 Aug 2025;28 Sept 2025;2,820,290;1,547;2000.31
McDonald's EUR;673-543-9149;McDonald's Opusteno Dopusteno II August 2025 (YT) - CPV;22895928142;In-stream video;EUR;11 Aug 2025;31 Aug 2025;1,035,085;976;2499.43
McDonald's EUR;673-543-9149;McDonald's Opusteno Dopusteno II August 2025 (YT) - Bumper;22895981650;In-stream video;EUR;11 Aug 2025;31 Aug 2025;2,026,392;1,409;1500.05
McDonald's EUR;673-543-9149;McDonald's Employer Image III Aug - Sep 2025 (YT) - CPV;22921320684;In-stream video;EUR;25 Aug 2025;14 Sept 2025;1,036,209;1,117;2499.1
McDonald's EUR;673-543-9149;McDonald's Employer Image III - Young Adults - Aug - Sep 2025 (VVC) - CPV;22931314702;In-stream video;EUR;25 Aug 2025;14 Sept 2025;1,111,693;4,840;3497.32
Zott EUR;150-132-6366;Zott Monte Aug - Sep 2025 (YT) - TrueView - CPV;22946567491;In-stream video;EUR;27 Aug 2025;30 Sept 2025;1,603,153;6,209;5493.05
McDonald's EUR;673-543-9149;McDonald's MOP Aug - Sep 2025 (YT) - CPV;22969983779;In-stream video;EUR;1 Sept 2025;18 Sept 2025;844,730;885;2499.01
McDonald's EUR;673-543-9149;McDonald's Maestro IV Sep - Oct 2025 (YT) - Bumper;22972236465;In-stream video;EUR;8 Sept 2025;26 Oct 2025;3,161,419;1,741;2500.25
McDonald's EUR;673-543-9149;McDonald's MOP Aug - Sep 2025 (YT) - Bumper;22974152623;In-stream video;EUR;1 Sept 2025;18 Sept 2025;2,470,889;1,408;1998.21
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Parents_5.9.-15.10.2025.;22980662127;In-stream video;EUR;5 Sept 2025;15 Oct 2025;728,531;1,239;898.71
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_5.9.-15.10.2025.;22980662139;In-stream video;EUR;5 Sept 2025;15 Oct 2025;943,041;1,468;1199.1
McDonald's EUR;673-543-9149;McDonald's Maestro IV Sep - Oct 2025 (YT) - CPV;22982571265;In-stream video;EUR;8 Sept 2025;26 Oct 2025;1,074,920;1,041;3500.2
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_3.9.-5.10.;22983748780;In-stream video;EUR;3 Sept 2025;5 Oct 2025;2,775,910;2,216;2500.01
McDonald's EUR;673-543-9149;greška kopiranja;22991047138;In-stream video;EUR;8 Sept 2025;26 Oct 2025;0;0;0
McDonald's EUR;673-543-9149;McDonald's Snack Menu Sep - Oct 2025 (YT) - Bumper;22994092464;In-stream video;EUR;9 Sept 2025;12 Oct 2025;3,041,446;1,782;2499.66
McDonald's EUR;673-543-9149;McDonald's Snack Menu Sep - Oct 2025 (YT) - CPV;23000376953;In-stream video;EUR;9 Sept 2025;12 Oct 2025;1,159,811;1,229;3499.62
Zott EUR;150-132-6366;Zott Jogobella Sept - Oct 2025 (YT) - Bumper - CPM;23001363809;In-stream video;EUR;9 Sept 2025;31 Oct 2025;729,333;447;1000.45
Zott EUR;150-132-6366;Zott Jogobella Sept - Oct 2025 (YT) - TrueView - CPV;23005394785;In-stream video;EUR;9 Sept 2025;31 Oct 2025;1,287,857;608;3000.39
Zott EUR;150-132-6366;Zott Protein Sep - Oct 2025 (YT) - TrueView - CPV;23008688560;In-stream video;EUR;10 Sept 2025;16 Nov 2025;2,193,473;1,666;5000.88
Zott EUR;150-132-6366;Zott Protein Sep - Oct 2025 (YT) - Bumper - CPM;23008688854;In-stream video;EUR;10 Sept 2025;16 Nov 2025;1,643,971;1,789;2000.6
JGL Croatia EUR;958-633-7486;reflustat_september_2025_youtube_fc_cpm;23024710483;In-stream video;EUR;15 Sept 2025;31 Dec 2025;6,725,025;5,077;10526.4
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025.;23035809352;In-stream video;EUR;18 Sept 2025;30 Oct 2025;2,114,058;1,903;2297.7
McDonald's EUR;673-543-9149;McDonald's MOP Sep - Nov 2025 (YT) - CPV;23038260706;In-stream video;EUR;19 Sept 2025;30 Nov 2025;694,830;610;2200.97
McDonald's EUR;673-543-9149;McDonald's MOP Sep - Nov 2025 (YT) - Bumper;23038275832;In-stream video;EUR;19 Sept 2025;30 Nov 2025;1,346,558;776;1500.93
McDonald's EUR;673-543-9149;McDonald's Breakfast AO Sep - Dec 2025 (YT) - Bumper;23051177880;In-stream video;EUR;29 Sept 2025;30 Dec 2025;1,306,321;917;1499.98
McDonald's EUR;673-543-9149;McDonald's Breakfast AO Sep - Dec 2025 (YT) - CPV;23051178150;In-stream video;EUR;29 Sept 2025;30 Dec 2025;810,474;651;2499.9
McDonald's EUR;673-543-9149;McDonald's McDelivery AO Sep - Oct 2025 (YT) - CPV;23051723493;In-stream video;EUR;29 Sept 2025;31 Oct 2025;442,201;532;1500.11
Zott EUR;150-132-6366;Zott Hungry Oct - Nov 2025 (YT) - Reach Mix;23053538297;In-stream video;EUR;1 Oct 2025;30 Nov 2025;3,454,309;4,490;6584.05
McDonald's EUR;673-543-9149;McDonald's Coffee AO Sep - Dec 2025 (YT) - CPV;23057401193;In-stream video;EUR;29 Sept 2025;30 Dec 2025;798,543;603;2500.43
McDonald's EUR;673-543-9149;McDonald's Coffee AO Sep - Dec 2025 (YT) - Bumper;23061447079;In-stream video;EUR;29 Sept 2025;30 Dec 2025;2,368,233;633;1500.25
McDonald's EUR;673-543-9149;McDonald's McDelivery AO Sep - Oct 2025 (YT) - Bumper;23061820288;In-stream video;EUR;29 Sept 2025;31 Oct 2025;909,091;525;1000.2
McDonald's EUR;673-543-9149;McDonald's Srijeda koja vrijedi više AO Sep - Oct (YT) - Bumper;23062023277;In-stream video;EUR;29 Sept 2025;19 Oct 2025;1,164,476;363;691.67
McDonald's EUR;673-543-9149;McDonald's Srijeda koja vrijedi više AO Sep - Oct (YT) - CPV;23062023805;In-stream video;EUR;29 Sept 2025;19 Oct 2025;267,118;564;999.32
McDonald's EUR;673-543-9149;McDonald's Snack Menu App Exclusive Oct - Dec 2025 (YT) - Bumper;23074917258;In-stream video;EUR;6 Oct 2025;30 Dec 2025;1,431,173;682;1500.93
McDonald's EUR;673-543-9149;McDonald's Dessert III Lotus Biscoff Oct - Nove 2025 (YT) - CPV;23080445477;In-stream video;EUR;6 Oct 2025;16 Nov 2025;327,837;323;1081.05
