Campaign;Campaign ID;Campaign type;Campaign start date;Campaign end date;Impr.;Clicks;Cost
McDonald's Snack Menu AO II Nov - Dec 2025 (YT) - CPV;23240243956;In-stream video;10 Nov 2025;7 Dec 2025;972,613;522;2999.71
OMD_HR_MG-MG_Grooming_ multigroomq22022_1.5.2022_15.6.2022_PERFORMANCE MAX_EUR;19421371132;Performance Max;29 Dec 2022;30 Dec 2022;0;0;0
T03_001584_HR_NFC_Q10 Expert_AW_Oct23_Dec23_fullf_OMD_know_preroll;20645860750;In-stream video;10 Oct 2023;10 Dec 2023;0;0;0
T03_000161_HR_NFC_Cellular Expert Lift_AW_Oct23_Dec23_fullf_OMD_Trueview_Influenceri;20781705757;In-stream video;15 Nov 2023;31 Dec 2023;0;0;0
T03_000085_HR_NSU_UVFace_CO_Apr24_Jul24_fullf_OMD_TrueviewHealth;21145899118;In-stream video;1 Apr 2024;14 Jul 2024;0;0;0
T03_001506_HR_NBD_Luminous630Body_AW_Apr24_Jun24_fullf_OMD_ThruviewTravel;21183589098;In-stream video;15 Apr 2024;23 Jun 2024;0;0;0
T03_000161_HR_NFC_CellularExpertLift_CO_Apr24_Jun24_fullf_OMD_Trueview Influenceri Young;21267966170;In-stream video;7 May 2024;16 Jun 2024;0;0;0
T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Trueview Travel;21555982766;In-stream video;12 Aug 2024;13 Oct 2024;0;0;0
T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Bumper Fashion;21555983903;In-stream video;12 Aug 2024;13 Oct 2024;0;0;0
T03_001593_HR_NFC_L630ColorCare_CO_Sep24_Nov24_fullf_OMD_Bumper;21673800715;In-stream video;9 Sept 2024;24 Nov 2024;0;0;0
T03_001636_HR_NFC_CellularEpigenetics_CO_Sep25_Oct25_fullf_OMD_DigGR_Non-SkippableCANCELLEDDNU;22911184062;In-stream video;1 Sept 2025;31 Oct 2025;0;0;0
McDonald's - Best Burger November - December 2023 (YT) - Reach Mix - CPM EUR;19319877967;In-stream video;20 Dec 2022;30 Dec 2022;0;0;0
McDonalds Chicken Stripes Jan - Mar 2023 (YT) - Reach Mix - CPM - TotalBudget;19592723655;In-stream video;23 Jan 2023;12 Mar 2023;0;0;0
McDonald's Chicken Strips II (YT) - Reach Mix - CPM;20179280339;In-stream video;22 May 2023;11 Jun 2023;0;0;0
DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Multigroom_DG_15.4-4.6.2024.;21190851515;Demand Gen;15 Apr 2024;4 Jun 2024;0;0;0
PMAX_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_ONE BLADE_20.10.-30.11.2024.;21878863832;Performance Max;5 Nov 2024;30 Nov 2024;0;0;0
DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_15.1.-30.3.;22133251429;Demand Gen;15 Jan 2025;30 Mar 2025;4,421,373;75,899;1849.95
Nissan QQ E-power Feb-Mar 2023. (DN) - CPM;19712314986;Display;23 Feb 2023;25 Mar 2023;0;0;0
Nissan QQ Sep - Oct 2024 (YT) - CPM;21711352932;In-stream video;18 Sept 2024;19 Oct 2024;0;0;0
Nissan QQ March 2025 - Performance Max;22307343993;Performance Max;6 Mar 2025;6 Apr 2025;951,574;12,313;4512.45
Zott Jogobella May - Jun 2025 (YT) - TrueView - CPV;22503681316;In-stream video;1 May 2025;30 Jun 2025;1,235,102;316;2500.18
Zott Jogobella Sept - Oct 2025 (YT) - TrueView - CPV;23005394785;In-stream video;9 Sept 2025;31 Oct 2025;1,287,857;608;3000.39
McDonald's Breakfast Oct - Dec 2023 (YT) - Reach Mix 2.0 - CPM;20622381290;In-stream video;10 Oct 2023;31 Dec 2023;0;0;0
McDonald's HM Despicable Me July 2024 (YT) - Reach Mix 2.0 - CPM;21432367326;In-stream video;8 Jul 2024;21 Jul 2024;0;0;0
McDonald's HM Jurassic World August 2024 (DN) - CPM;21554694945;Display;9 Aug 2024;23 Aug 2024;0;0;0
McDonald's Maestro V Mushroom Oct - Dec 2024 (YT) - CPV;21835060219;In-stream video;21 Oct 2024;1 Dec 2024;0;0;0
McDonald's Srijeda koja vrijedi više IV Oct - Dec 2024 (YT) - CPV;21857276065;In-stream video;28 Oct 2024;31 Dec 2024;0;0;0
McDonald's Daim Ice Cream Nov-Dec 2024 (YT) - Bumper;21924867056;In-stream video;19 Nov 2024;29 Dec 2024;0;0;0
McDonald's Zapošljavanje Zabok Aug - Sep 2025 (Perfomance Max) - CPA;22915596195;Performance Max;21 Aug 2025;4 Sept 2025;200,715;2,496;1195.75
McDonald's Maestro I Barrel BBQ Feb - Mar 2026 (YT) - CPV;23529764844;In-stream video;9 Feb 2026;15 Mar 2026;0;0;0
T03_000046_HR_NME_Sensitive AS Balm/Lotion/Fluid_AW_Nov22_Dec22_fullf_OMD_Men_sensitive_YouTube_ReachMix;19410017270;In-stream video;28 Dec 2022;28 Dec 2022;0;0;0
T03_001535_HR_NFL_Derma Skin Clear_AW_Jun23_Aug23_fullf_OMD_preroll_male;20289496017;In-stream video;20 Jun 2023;13 Aug 2023;0;0;0
T03_001210_HR_NFC_Cellular Concealer_AW_Jul23_Aug23_fullf_OMD_Preroll;20344311260;In-stream video;6 Jul 2023;31 Aug 2023;0;0;0
T03_000142_HR_NFL_Micellair Core_AW_Oct23_Nov23_fullf_OMD_Preroll_F18-29;20686319993;In-stream video;20 Oct 2023;26 Nov 2023;0;0;0
T03_000161_HR_NFC_CellularExpertLift_AW_Apr24_Jun24_fullf_OMD_Bumper Young;21170157242;In-stream video;9 Apr 2024;16 Jun 2024;0;0;0
T03_000033_HR_NCR_Soft_AW_Jun24_Aug24_fullf_OMD_Preroll;21384497001;In-stream video;17 Jun 2024;31 Aug 2024;0;0;0
T03_000286_HR_NFL_MicellairExtra_AW_Sep24_Nov24_fullf_OMD_Bumper;21728823095;In-stream video;20 Sept 2024;24 Nov 2024;0;0;0
T03_000454_HR_NCR_BlueTin_AW_Sep24_Nov24_fullf_OMD_TrueView;21763196561;In-stream video;30 Sept 2024;17 Nov 2024;0;0;0
T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Influenceri - VVC;22329610038;In-stream video;17 Mar 2025;11 May 2025;2,567,797;6,070;4502.07
T03_001636_HR_NFC_CellularEpigenetics_AW_Sep25_Oct25_fullf_OMD_DigGR_VRC_oKPI;22911143511;In-stream video;1 Sept 2025;31 Oct 2025;5,311,486;7,356;8805.99
DIS_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_GDN_14.11.-31.12.2025.;23283860303;Display;20 Nov 2025;31 Dec 2025;588,728;14,250;898.93
Nissan X-trail Nov 2024 (DN) - CPM;21864998842;Display;1 Nov 2024;30 Nov 2024;0;0;0
JGL Muzej farmacije TUR Jul - Aug 2025 (DG) - CPC;22738852523;Demand Gen;1 Jul 2025;31 Aug 2025;760,284;16,229;325.11
Vizol S GDN;23089228776;Display;8 Oct 2025;14 Dec 2025;0;0;0
Zott - Belriso 1st flight January - March 2022 (YT) - CPV;19310841000;In-stream video;20 Dec 2022;30 Dec 2022;0;0;0
Zott Jogobella March 2024 (YT) - TrueView - CPV;21069565369;In-stream video;1 Mar 2024;10 Mar 2024;0;0;0
Zott Hungry Oct - Nov 2025 (YT) - Reach Mix;23053538297;In-stream video;1 Oct 2025;30 Nov 2025;3,454,309;4,490;6584.05
202304//Tiling Pro//Ceresit//Etics;20049951068;Display;28 Apr 2023;11 May 2023;0;0;0
202409//Ceresit//Premazi//Brand Campaign/GDN;21742170374;Display;24 Sept 2024;30 Oct 2024;0;0;0
McDonald's Breakfast III Oct - Nov 2023 (YT) - Reach Mix 2.0 - CPM;20701700391;In-stream video;25 Oct 2023;12 Nov 2023;0;0;0
McDonald's HM Pet Simulator June 2024 (DN) - CPM;21383504057;Display;14 Jun 2024;30 Jun 2024;0;0;0
McDonald's Srijeda June - Sep 2024 (DN) - CPM;21384386565;Display;17 Jun 2024;9 Sept 2024;0;0;0
McDonald's Ice Coffee Pistachio June - Aug 2024 (YT) - Reach Mix 2.0 - CPM;21411497211;In-stream video;27 Jun 2024;18 Aug 2024;0;0;0
McDonald's Trust II Aug - Sep 2024 (YT) - Reach Mix 2.0 - CPM;21554872545;In-stream video;12 Aug 2024;8 Sept 2024;0;0;0
McDonald's Mixology August 2024 (DN) - CPM;21577959511;Display;12 Aug 2024;15 Sept 2024;0;0;0
McDonald's Srijeda III October 2024 (DN) - CPM;21778954680;Display;7 Oct 2024;30 Oct 2024;0;0;0
McDonald's Srijeda koja vrijedi više IV Oct - Dec 2024 (DN) - CPM;21846817356;Display;28 Oct 2024;31 Dec 2024;0;0;0
McDonald's Crispy Stripsi December 2024 (YT) - Bumper;21989503843;In-stream video;4 Dec 2024;29 Dec 2024;0;0;0
McDonald's Happy Meal Squiishmallows June 2025 - Bumper;22632870437;In-stream video;3 Jun 2025;18 Jun 2025;822,812;673;999.61
McDonald's Employer Image - June - August 2025 Performance Max - CPA;22681905575;Performance Max;16 Jun 2025;24 Aug 2025;8,482,280;86,883;5013.46
McDonald's Employer Image III Aug - Sep 2025 (YT) - CPV;22921320684;In-stream video;25 Aug 2025;14 Sept 2025;1,036,209;1,117;2499.1
McDonald's Coffee AO Sep - Dec 2025 (YT) - CPV;23057401193;In-stream video;29 Sept 2025;30 Dec 2025;798,543;603;2500.43
McDonald's Srijeda koja vrijedi više AO Sep - Oct (YT) - CPV;23062023805;In-stream video;29 Sept 2025;19 Oct 2025;267,118;564;999.32
McDonald's Snack Menu App Exclusive Oct - Dec 2025 (YT) - Bumper;23074917258;In-stream video;6 Oct 2025;30 Dec 2025;1,431,173;682;1500.93
McDonald's Srijeda koja vrijedi više Oct - Dec 2025 (YT) - CPV;23159917831;In-stream video;20 Oct 2025;28 Dec 2025;522,123;660;1941.98
McDonald's Snack Menu AO II Nov - Dec 2025 (YT) - Bumper;23230869507;In-stream video;10 Nov 2025;7 Dec 2025;2,247,747;920;1999.55
McDonald's Dessert I Lotus Biscoff January 2026 (YT) - CPV;23453939964;In-stream video;14 Jan 2026;25 Jan 2026;0;0;0
greška.2;23511846449;In-stream video;2 Feb 2026;22 Mar 2026;0;0;0
OMD_HR_OHC-OHCO_MultipleProducts_sonicareq22022_CF_25.03.2022_13.05.2022__GDN-purchase_EUR;19421371129;Display;29 Dec 2022;30 Dec 2022;0;0;0
OMD_HR_BEA-BEA_MultipleProducts_haircareq12023_CF_15.02.2023_30.03.2023_GDN_performance_max;19683254112;Performance Max;15 Feb 2023;30 Mar 2023;0;0;0
T03_000055_HR_NBD_BodyMilk_AW_Jan25_Feb25_fullf_OMD_DigGR_Bumper;22129212445;In-stream video;14 Jan 2025;23 Feb 2025;2,402,886;4,967;3993.22
T03_001594_HR_NFC_Q10DualActionSerum_AW_Apr25_Jun25_fullf_OMD_DigGR_TrueViewOlder;22439426145;In-stream video;21 Apr 2025;1 Jun 2025;409,151;888;1080.35
T03_001594_HR_NFC_Q10DualActionSerum_CO_Apr25_Jun25_fullf_OMD_DigGR_TrueViewYounger;22445914925;In-stream video;21 Apr 2025;1 Jun 2025;1,845,264;3,911;6300.19
OMD_HRV_BEA-BEA_IPL_lumeaq42023_CF_27.10.2023_24.12.2023_GDN_performance_max;20743056871;Performance Max;2 Nov 2023;24 Dec 2023;0;0;0
PMAX_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OB Blades_PMAX_20.1.-20.2.2024.;20955353207;Performance Max;20 Jan 2024;20 Feb 2024;0;0;0
DG_OMD_HR-EN_MCC_MCC_Comforting_Soothers_NA_GOO_BRD_Avent Soothers 1.11.-31.12.;21864739114;Demand Gen;1 Nov 2024;31 Dec 2024;0;0;0
PMAX_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_15.1.-30.3.;22133253577;Performance Max;15 Jan 2025;30 Mar 2025;1,286,399;11,057;1542.33
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_10.10.-30.11.;23140105375;In-stream video;15 Oct 2025;30 Nov 2025;2,124,544;1,350;1964.9
mpf_oct_2023_youtube_cpm;20617151485;In-stream video;3 Oct 2023;30 Nov 2023;0;0;0
Zott Jogobella Sep - Oct 2023 (YT) - Bumper - CPM;20534191325;In-stream video;11 Sept 2023;8 Oct 2023;0;0;0
Zott Jogobella Jan - Feb 2024 (YT) - Bumper - CPM;20949268765;In-stream video;15 Jan 2024;4 Feb 2024;0;0;0
Greškica;21145571644;In-stream video;1 Apr 2024;31 May 2024;0;0;0
McDonald's Employer Image III Aug - Sep 2023 (DN) - CPC;20480195175;Display;28 Aug 2023;17 Sept 2023;0;0;0
McDonald's Coffee AO Jan Mar 2024 (DN) - CPM;20919792360;Display;8 Jan 2024;16 Mar 2024;0;0;0
McDonald's Royal Cheese March 2024 (YT) - Reach Mix 2.0 - CPM;21095071657;In-stream video;11 Mar 2024;31 Mar 2024;0;0;0
McDonald's McDelivery III Oct - Nov 2024 (DN) - CPM;21810418266;Display;21 Oct 2024;10 Nov 2024;0;0;0
McDonald's HM Pokemon Jan Feb 2025 (YT) - Bumper;22165469401;In-stream video;24 Jan 2025;7 Feb 2025;1,003,324;679;748.44
McDonald's Maestro I Feb-Mar 2025 (YT) - Bumper;22217107820;In-stream video;10 Feb 2025;24 Mar 2025;3,842,178;2,164;2410.91
McDonald's IceCoffe June - August 2025 (YT) - Bumper;22738859515;In-stream video;30 Jun 2025;17 Aug 2025;2,758,149;1,797;2500.69
McDonald's MOP Aug - Sep 2025 (YT) - CPV;22969983779;In-stream video;1 Sept 2025;18 Sept 2025;844,730;885;2499.01
McDonald's Sirious Winter December 2025 (YT) - Bumper;23344793168;In-stream video;9 Dec 2025;30 Dec 2025;1,311,171;1,143;1999.34
OMD_HR_OHC-OHCO_MultipleProducts_sonicareq22022_CF_18.03.2022_13.05.2022__GDN-consideration_EUR;19421371126;Display;29 Dec 2022;30 Dec 2022;0;0;0
OMD_HR_BRAND-BRAND_CrossProduct_philipsq22023_CF_01.06.2023_30.06.2023_gdn_consideration;20226781199;Display;12 Jun 2023;30 Jun 2023;0;0;0
Greška oneblade;20273573444;Performance Max;13 Jun 2023;26 Jul 2023;0;0;0
T03_000098_HR_NSU_Protect Moisture_AW_May23_Jul23_fullf_OMD_trueview_sun_kids;20181578051;In-stream video;22 May 2023;31 Jul 2023;0;0;0
T03_000717_HR_NIV_Promotion_CO_Mar24_Mar24_fullf_OMD_DemandGen;21057227751;Demand Gen;1 Mar 2024;31 Mar 2024;0;0;0
T03_001506_HR_NBD_Luminous630Body_CO_Apr24_Jun24_fullf_OMD_Thruview Fashion;21190647776;In-stream video;15 Apr 2024;23 Jun 2024;0;0;0
T03_000098_HR_NSU_ProtectMoisture_AW_May24_Aug24_fullf_OMD_Influenceri;21312593215;In-stream video;20 May 2024;4 Aug 2024;0;0;0
T03_001593_HR_NFC_L630ColorCare_AW_Jun24_Aug24_fullf_OMD_Influencers;21370855418;In-stream video;10 Jun 2024;31 Aug 2024;0;0;0
T03_000454_HR_NCR_BlueTin_AW_Sep24_Nov24_fullf_OMD_Bumper;21767145085;In-stream video;30 Sept 2024;17 Nov 2024;0;0;0
T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_TrueviewShorts - Male;22284590328;In-stream video;1 Mar 2025;31 Mar 2025;784,853;735;1000.43
T03_001506_HR_NBD_Luminous630Body_AW_Mar25_May25_fullf_OMD_DigGR_Bumpers;22339259423;In-stream video;17 Mar 2025;4 May 2025;912,276;1,233;2000.4
T03_000098_HR_NSU_ProtectMoisture_AW_May25_Jul25_fullf_OMD_DigGR_Shorts-Willnotstart;22545117996;In-stream video;19 May 2025;20 Jul 2025;0;0;0
T03_000098_HR_NSU_ProtectMoisture_AW_May25_Jul25_fullf_OMD_DigGR_Bumper;22551416534;In-stream video;19 May 2025;20 Jul 2025;2,855,595;4,927;5281.77
T03_001636_HR_NFC_CellularEpigenetics_CO_Sep25_Oct25_fullf_OMD_DigGR_TrueView_oKPI;22928895972;In-stream video;1 Sept 2025;31 Oct 2025;1,256,267;2,188;2860.6
McDonalds Chicken Stripes Jan - Mar 2023 (YT) - Reach Mix - CPM;19618685695;In-stream video;27 Jan 2023;12 Mar 2023;0;0;0
McDonald's Raise your arches Feb - Mar 2023 (YT) - Reach Mix - CPM;19740882397;In-stream video;27 Feb 2023;26 Mar 2023;0;0;0
McDonald's 1+1 April 2022 (YT) - Reach Mix - CPM;19916672601;In-stream video;3 Apr 2023;23 Apr 2023;0;0;0
McDonald's Maestro II May 2023 (DN) - CPM;20100886040;Display;8 May 2023;28 May 2023;0;0;0
McDonald's Family Jun-Jul 2023 (YT) - Reach Mix - CPM;20251260402;In-stream video;7 Jun 2023;9 Jul 2023;0;0;0
greška;20289623020;In-stream video;19 Jun 2023;30 Jun 2023;0;0;0
McDonald's Ljetna Prilika July - Aug 2023 (DN) - CPM;20377828061;Display;21 Jul 2023;19 Aug 2023;0;0;0
OMD_HR_BEA-BEA_MultipleProducts_shavingq4_CF_16.10.-10.12.2023_gdn_consideration_rt;20666276331;Display;17 Oct 2023;10 Dec 2023;0;0;0
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Multigroom_YT_15.4-4.6.2024.;21194215411;In-stream video;15 Apr 2024;4 Jun 2024;0;0;0
VID_OMD_HR-HR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_5.5.-4.7.;22514122692;In-stream video;6 May 2025;4 Jul 2025;2,362,018;2,242;2200.99
DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 16.6.-20.8.2025.;22679748705;Demand Gen;17 Jun 2025;20 Aug 2025;4,776,017;83,495;1850.01
DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23136083489;Demand Gen;15 Oct 2025;24 Dec 2025;664,789;13,925;1497.95
Nissan X-trail Nov - Dec 2023. Performance Max;20753510776;Performance Max;7 Nov 2023;7 Dec 2023;0;0;0
Nissan QQ July-August 2024 (DG) - CPC;21502621328;Demand Gen;26 Jul 2024;26 Aug 2024;0;0;0
Nissan QQ July 2025 (DN) - CPM;22763308746;Display;9 Jul 2025;9 Aug 2025;13,399,049;9,922;2999.49
JGL Muzej farmacije HR Jun - Sep 2023 (DN) - CPC;20225119835;Display;1 Jun 2023;31 Aug 2023;0;0;0
Zott Protein Jan - Feb 2024 (DN) - CPM;20917853429;Display;8 Jan 2024;29 Feb 2024;0;0;0
202509//Ceresit//CE&CS25//Brand Campaign;23035480243;Display;18 Sept 2025;18 Oct 2025;2,898,688;43,760;2446.15
McDonald's HM Karmas world - June 2023 (DN) - CPM;20236741619;Display;2 Jun 2023;23 Jun 2023;0;0;0
McDonald's Oreo July - Sep 2023 (YT) - Reach Mix - CPM;20397243811;In-stream video;24 Jul 2023;3 Sept 2023;0;0;0
McDonald's Maestro IV HRBurger Aug-Sep 2024 (YT) - Reach Mix 2.0 - CPM;21595743585;In-stream video;19 Aug 2024;29 Sept 2024;0;0;0
McDonald's Maestro IV HRBurger Aug-Sep 2024 (DN) - CPM;21605971192;Display;19 Aug 2024;29 Sept 2024;0;0;0
McDonald's McCrispy AO Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21762764387;In-stream video;30 Sept 2024;20 Oct 2024;0;0;0
McDonald's Audio Test October 2024 (Audio) - CPM;21827376441;In-stream video;22 Oct 2024;25 Oct 2024;0;0;0
McDonald's Maestro III June-August 2025 (YT) - CPV;22738216012;In-stream video;30 Jun 2025;17 Aug 2025;1,083,456;1,486;3041.11
McDonald's Breakfast AO Sep - Dec 2025 (YT) - Bumper;23051177880;In-stream video;29 Sept 2025;30 Dec 2025;1,306,321;917;1499.98
McDonald's Bacon Rosti Jan - Feb 2026 (DG) - CPC;23511120912;Demand Gen;30 Jan 2026;2 Feb 2026;0;0;0
T03_000033_HR_NCR_Soft_AW_Jun23_Aug23_fullf_OMD_know_bumper_male;20304483094;In-stream video;23 Jun 2023;29 Jul 2023;0;0;0
T03_000033_HR_NCR_Soft_AW_Jun23_Aug23_fullf_OMD_know_preroll_LE_influenceri;20428988389;In-stream video;4 Aug 2023;31 Aug 2023;0;0;0
T03_000227_HR_NFC_CellularLuminous630_CO_Jan24_Apr24_fullf_OMD_PrerollYoung;20972762846;In-stream video;29 Jan 2024;28 Apr 2024;0;0;0
error;21168167279;In-stream video;8 Apr 2024;16 Jun 2024;0;0;0
T03_001506_HR_NBD_Luminous630Body_AW_Apr24_Jun24_fullf_OMD_BumperTravel;21190715999;In-stream video;15 Apr 2024;23 Jun 2024;0;0;0
T03_001506_HR_NBD_Luminous630Body_CO_Mar25_May25_fullf_OMD_DigGR_TrueView;22339436384;In-stream video;17 Mar 2025;4 May 2025;963,599;1,831;3500.43
T03_001630_HR_NDO_DermaControl(unisex)_AW_Aug25_Oct25_fullf_OMD_DigGR_VRCF_oKPI;22876405666;In-stream video;18 Aug 2025;12 Oct 2025;4,069,427;5,321;6001.2
McDonald's Maestro Burgeri March 2023 (DN) - CPM;19798616142;Display;13 Mar 2023;19 Mar 2023;0;0;0
Greška 2;19965573568;In-stream video;11 Apr 2023;30 Jun 2023;0;0;0
McDonald's Speculoos May 2023 (DN) - CPM;20046117289;Display;1 May 2023;21 May 2023;0;0;0
OMD_HR_MCC-MCC_InfantFeedingSolutions_aventq42023_CF_3.10.2023_30.11.2023_discovery;20618204326;Demand Gen;3 Oct 2023;30 Nov 2023;0;0;0
DG_OMD_HR-HR_GB_BEA_Femaledepilation_FemaledepilationUn_NA_GOO_BRD_Epilators_DG_7.6.-19.7.2024.;21358679652;Demand Gen;7 Jun 2024;19 Jul 2024;0;0;0
DG_OMD_HR-EN_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_GGL AWO_ONEBLADE;21394076312;Demand Gen;18 Jun 2024;30 Nov 2024;0;0;0
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Parents_1.5.-15.6.;22489118778;In-stream video;1 May 2025;15 Jun 2025;683,487;1,265;800.49
DIS_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_GDN_Consideration_1.11.-15.12.2025.;23223237310;Display;3 Nov 2025;15 Dec 2025;2,190,056;41,416;716.23
Nissan QQ E-power December 2022 (DN) - CPM;19103945753;Display;1 Dec 2022;21 Dec 2022;0;0;0
Nissan X-trail Jun - Jul 2023. (DN) - CPM;20256904211;Display;8 Jun 2023;8 Jul 2023;0;0;0
JGL Aquamaris Jan - Mar 2023 (DN) - CPM;19589173918;Display;19 Jan 2023;5 Mar 2023;0;0;0
meralys_october_2024_youtube_cpm;21823267624;In-stream video;21 Oct 2024;15 Dec 2024;0;0;0
202307//Tiling Pro//Ceresit//Etics//YTB;20372704239;In-stream video;18 Jul 2023;30 Nov 2023;0;0;0
202406//Ceresit//Fasade//Brand Campaign/CT76;21358497801;Display;7 Jun 2024;31 Dec 2024;0;0;0
McDonald's Mars Celebrations Nov-Dec 2023 (YT) - Reach Mix 2.0 - CPM;20774147672;In-stream video;14 Nov 2023;10 Dec 2023;0;0;0
McDonald's Maestro III June - August 2024 (YT) - Reach Mix 2.0 - CPM;21396285831;In-stream video;24 Jun 2024;18 Aug 2024;0;0;0
McDonald's Employer Image III September 2024 (DN) - CPC;21666390448;Display;9 Sept 2024;29 Sept 2024;0;0;0
mek-greška-2;21688552546;In-stream video;9 Sept 2024;2 Oct 2024;0;0;0
McDonald's Loyalty Awareness I Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21757735332;In-stream video;30 Sept 2024;3 Nov 2024;0;0;0
McDonald's XMas December 2024 (YT) - CPV;22037301521;In-stream video;17 Dec 2024;31 Dec 2024;0;0;0
McDonald's Employer Image Dugopolje  Feb- Mar 2025 Performance Max - CPA;22232159977;Performance Max;12 Feb 2025;30 Apr 2025;1,198,251;11,850;3108.56
greška;22515279350;In-stream video;5 May 2025;25 May 2025;0;0;0
McDonald's Happy Meal Squiishmallows June 2025 - CPV;22636378057;In-stream video;3 Jun 2025;18 Jun 2025;873,642;871;2999.25
McDonald's McDelivery AO Nov 2025 (YT) - Bumper;23199593493;In-stream video;3 Nov 2025;23 Nov 2025;633,475;388;799.94
OMD_HR_BEA-BEA_IPL_ lumeaq42022_CF_14.10.2022._15.12.2022._GDN_purchase_EUR;19421371138;Display;29 Dec 2022;30 Dec 2022;0;0;0
OMD_HR_BEA-BEA_IPL_lumeaminiq12023_CF_02.01.2023_20.01.2023_GDN_consideration;19461774217;Display;2 Jan 2023;20 Jan 2023;0;0;0
OMD_HR_MG-MG_MultipleProducts_obbladesq12023_CF_20.01.2023_20.02.2023_GDN_consideration;19583770980;Display;20 Jan 2023;20 Feb 2023;0;0;0
T03_000227_HR_NFC_Cellular Luminous 630_AW_Oct22_Dec22_fullf_OMD_YouTube_trueview;19410017273;In-stream video;28 Dec 2022;28 Dec 2022;0;0;0
T03_000142_HR_NFL_Micellair Core_AW_Oct23_Nov23_fullf_OMD_Bumper_F30-59;20687320529;In-stream video;20 Oct 2023;26 Nov 2023;0;0;0
T03_000052_HR_NFC_CellularExpertFiller_AW_Mar24_May24_fullf_OMD_Trueview;21082374152;In-stream video;7 Mar 2024;12 May 2024;0;0;0
Ništa;21135507027;In-stream video;1 Apr 2024;14 Jul 2024;0;0;0
T03_000098_HR_NSU_ProtectMoisture_CO_May24_Aug24_fullf_OMD_Bumper;21286416611;In-stream video;13 May 2024;4 Aug 2024;0;0;0
T03_000033_HR_NCR_Soft_AW_Apr25_Jun25_fullf_OMD_DigGR_TrueView;22419536577;In-stream video;14 Apr 2025;1 Jun 2025;3,188,543;6,523;7103.6
Greška 123;19712097327;Display;22 Feb 2023;5 Mar 2023;0;0;0
OMD_HR_MG-MG_MultipleProducts_obblade1shaveq32023_CF_25.09.2023_24.10.2023_Youtube;20610462602;In-stream video;2 Oct 2023;24 Oct 2023;0;0;0
OMD_HR_MG-MG_Grooming_multigroomq42023_CF_20.11.-25.12.2023_GDN_performance_max;20785165816;Performance Max;16 Nov 2023;25 Dec 2023;0;0;0
DG_OMD_HR-EN_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_GGL AWO_HAIRCARE;21398104726;Demand Gen;18 Jun 2024;30 Nov 2024;0;0;0
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 1 st shave 5.9.-5.10.2024.parents target;21674244713;In-stream video;6 Sept 2024;5 Oct 2024;0;0;0
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23035354024;Performance Max;18 Sept 2025;31 Dec 2025;293,370;3,757;1552.04
DG_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_DG_1.11.-31.12.2025.;23232127389;Demand Gen;7 Nov 2025;31 Dec 2025;429,654;17,532;2182.94
VID_OMD_HR-HR_MCC_MCC_MCCUnd_MCCUndivided_NA_GOO_BRD_Avent_YT_7.11.-30.11.2025;23237552771;In-stream video;7 Nov 2025;31 Dec 2025;1,469,275;1,039;1598.84
